city,state_id,state_name,county_name
Rew,PA,Pennsylvania,McKean
Fountain Hill,AR,Arkansas,Ashley
Redmon,IL,Illinois,Edgar
Humboldt River Ranch,NV,Nevada,Pershing
Goehner,NE,Nebraska,Seward
Bloomville,NY,New York,Delaware
Page,NE,Nebraska,Holt
Booneville,KY,Kentucky,Owsley
Fenwick,WV,West Virginia,Nicholas
Rexford,MT,Montana,Lincoln
Plainfield,OH,Ohio,Coshocton
Hardtner,KS,Kansas,Barber
Verdon,NE,Nebraska,Richardson
Leighton,IA,Iowa,Mahaska
Garrett,IL,Illinois,Douglas
Pine Grove,WA,Washington,Ferry
Templeton,VA,Virginia,Prince George
Paradise,MT,Montana,Sanders
Scipio,IN,Indiana,Jennings
Chili,WI,Wisconsin,Clark
Blomkest,MN,Minnesota,Kandiyohi
Northwood,PA,Pennsylvania,Blair
Castalia,IA,Iowa,Winneshiek
Lutak,AK,Alaska,Haines
Swaledale,IA,Iowa,Cerro Gordo
Silver City,NV,Nevada,Lyon
Downieville,CA,California,Sierra
Summertown,GA,Georgia,Emanuel
Kohls Ranch,AZ,Arizona,Gila
Greenbush,WI,Wisconsin,Sheboygan
La Platte,NE,Nebraska,Sarpy
Kickapoo Tribal Center,KS,Kansas,Brown
Chester,AR,Arkansas,Crawford
Boyd,MN,Minnesota,Lac qui Parle
McDonald,KS,Kansas,Rawlins
Rockville,MO,Missouri,Bates
Campus,IL,Illinois,Livingston
Regent,ND,North Dakota,Hettinger
Reddick,IL,Illinois,Livingston
Rockbridge,IL,Illinois,Greene
Montezuma,OH,Ohio,Mercer
Calumet,IA,Iowa,O'Brien
Cedar Crest,OK,Oklahoma,Mayes
Harris,IA,Iowa,Osceola
Mettler,CA,California,Kern
Clontarf,MN,Minnesota,Swift
Hurdland,MO,Missouri,Knox
Page,WV,West Virginia,Fayette
Washington,NE,Nebraska,Washington
Clearmont,WY,Wyoming,Sheridan
Villarreal,TX,Texas,Starr
Twin Oaks,OK,Oklahoma,Delaware
Rush Center,KS,Kansas,Rush
Gillham,AR,Arkansas,Sevier
Maxville,MT,Montana,Granite
Gulf,NC,North Carolina,Chatham
Randolph,KS,Kansas,Riley
Bowman,TN,Tennessee,Cumberland
Bieber,CA,California,Lassen
Coldfoot,AK,Alaska,Yukon-Koyukuk
Grayson,OK,Oklahoma,Okmulgee
Iuka,KS,Kansas,Pratt
Rutland,ND,North Dakota,Sargent
Alderpoint,CA,California,Humboldt
Sanford,TX,Texas,Hutchinson
Arkdale,WI,Wisconsin,Adams
Kirwin,KS,Kansas,Phillips
Elba,MN,Minnesota,Winona
Hillsboro,MD,Maryland,Caroline
Coates,MN,Minnesota,Dakota
Hobson,AL,Alabama,Washington
Pentress,WV,West Virginia,Monongalia
Moorland,IA,Iowa,Webster
Brooktree Park,ND,North Dakota,Cass
Tall Timber,CO,Colorado,Boulder
Kensal,ND,North Dakota,Stutsman
Avon,MT,Montana,Powell
Randolph,IA,Iowa,Fremont
Clearmont,MO,Missouri,Nodaway
Marquette,WI,Wisconsin,Green Lake
Allensville,KY,Kentucky,Todd
Ronco,PA,Pennsylvania,Fayette
Cornish,OK,Oklahoma,Jefferson
Yogaville,VA,Virginia,Buckingham
Osage,OK,Oklahoma,Osage
Ogden,AR,Arkansas,Little River
Henderson Point,MS,Mississippi,Harrison
Fulton,KS,Kansas,Bourbon
Monroe,SD,South Dakota,Turner
Reasnor,IA,Iowa,Jasper
McClelland,IA,Iowa,Pottawattamie
Fenwood,WI,Wisconsin,Marathon
Haena,HI,Hawaii,Kauai
Graham,MO,Missouri,Nodaway
Flournoy,CA,California,Tehama
Pitkas Point,AK,Alaska,Kusilvak
Kingston,UT,Utah,Piute
Havensville,KS,Kansas,Pottawatomie
Crab Orchard,IL,Illinois,Williamson
Cranberry Lake,NY,New York,St. Lawrence
Ulm,AR,Arkansas,Prairie
Bear Lake,PA,Pennsylvania,Warren
Bolivia,NC,North Carolina,Brunswick
Middletown,MO,Missouri,Montgomery
Redbird,OK,Oklahoma,Wagoner
Monmouth,IA,Iowa,Jackson
Ruby,AK,Alaska,Yukon-Koyukuk
Alpine,AZ,Arizona,Apache
Davey,NE,Nebraska,Lancaster
Manter,KS,Kansas,Stanton
Comfort,WV,West Virginia,Boone
Yoder,WY,Wyoming,Goshen
Glencoe,OH,Ohio,Belmont
Harding-Birch Lakes,AK,Alaska,Fairbanks North Star
Westby,MT,Montana,Sheridan
Thynedale,VA,Virginia,Mecklenburg
Hartline,WA,Washington,Grant
Exline,IA,Iowa,Appanoose
Lake McMurray,WA,Washington,Skagit
Kanorado,KS,Kansas,Sherman
Bogard,MO,Missouri,Carroll
Norge,OK,Oklahoma,Grady
Allentown,GA,Georgia,Twiggs
Chinook,WA,Washington,Pacific
Gakona,AK,Alaska,Valdez-Cordova
Laurel Mountain,PA,Pennsylvania,Westmoreland
Concord,IL,Illinois,Morgan
Republican City,NE,Nebraska,Harlan
White Heath,IL,Illinois,Piatt
Parkman,OH,Ohio,Geauga
Dawn,MO,Missouri,Livingston
Trinity Center,CA,California,Trinity
Blue Sky,CO,Colorado,Morgan
Little Bitterroot Lake,MT,Montana,Flathead
Center Sandwich,NH,New Hampshire,Carroll
Lewis,WI,Wisconsin,Polk
Winthrop,NY,New York,St. Lawrence
Hillsboro,NM,New Mexico,Sierra
Webster,PA,Pennsylvania,Westmoreland
Glacier,WA,Washington,Whatcom
Williamson,IA,Iowa,Lucas
Elvaston,IL,Illinois,Hancock
Kobuk,AK,Alaska,Northwest Arctic
Ouzinkie,AK,Alaska,Kodiak Island
Sycamore,SC,South Carolina,Allendale
Amesville,OH,Ohio,Athens
Mount Union,IA,Iowa,Henry
Steely Hollow,OK,Oklahoma,Cherokee
New Castle,VA,Virginia,Craig
Columbus,KY,Kentucky,Hickman
Brunsville,IA,Iowa,Plymouth
Stella,MO,Missouri,Newton
Montrose,WV,West Virginia,Randolph
Kimball,WV,West Virginia,McDowell
Vance,SC,South Carolina,Orangeburg
Houlton,WI,Wisconsin,St. Croix
Lansing,NC,North Carolina,Ashe
Grover,CO,Colorado,Weld
Wheatcroft,KY,Kentucky,Webster
Cody,NE,Nebraska,Cherry
Farmington,KY,Kentucky,Graves
Grasston,MN,Minnesota,Kanabec
Oilton,TX,Texas,Webb
Dover,IL,Illinois,Bureau
Fairview,VA,Virginia,Mecklenburg
Geneva,IA,Iowa,Franklin
St. Charles,ID,Idaho,Bear Lake
Tanacross,AK,Alaska,Southeast Fairbanks
Dickerson City,FL,Florida,Santa Rosa
Barnes,KS,Kansas,Washington
Boardman,NC,North Carolina,Columbus
Collins,MO,Missouri,St. Clair
Braddyville,IA,Iowa,Page
Osage,WY,Wyoming,Weston
Coleta,IL,Illinois,Whiteside
Isabel,SD,South Dakota,Dewey
Slabtown,PA,Pennsylvania,Columbia
Gilliam,LA,Louisiana,Caddo
Concord,NE,Nebraska,Dixon
Rocky,OK,Oklahoma,Washita
Admire,KS,Kansas,Lyon
Colfax,ND,North Dakota,Richland
Cowlington,OK,Oklahoma,Le Flore
Pax,WV,West Virginia,Fayette
Salem,SC,South Carolina,Oconee
Hemlock,OH,Ohio,Perry
Farmington,WA,Washington,Whitman
Cedar Grove,IN,Indiana,Franklin
Tolna,ND,North Dakota,Nelson
Hastings,IA,Iowa,Mills
Woodlawn Park,OK,Oklahoma,Oklahoma
Homestead,IA,Iowa,Iowa
Crabtree,PA,Pennsylvania,Westmoreland
Arbovale,WV,West Virginia,Pocahontas
Leeper,PA,Pennsylvania,Clarion
Brandsville,MO,Missouri,Howell
Geiger,AL,Alabama,Sumter
Council Hill,OK,Oklahoma,Muskogee
Crandall,IN,Indiana,Harrison
Delaware,IA,Iowa,Delaware
Sprague,NE,Nebraska,Lancaster
Beaver Valley,AZ,Arizona,Gila
Capron,VA,Virginia,Southampton
Rochester,KY,Kentucky,Butler
Diehlstadt,MO,Missouri,Scott
Frankfort,SD,South Dakota,Spink
Eros,LA,Louisiana,Jackson
Metamora,IN,Indiana,Franklin
Indianola,OK,Oklahoma,Pittsburg
Ozora,MO,Missouri,Ste. Genevieve
Wales,AK,Alaska,Nome
Campbell,MN,Minnesota,Wilkin
Nelsonville,WI,Wisconsin,Portage
Ridott,IL,Illinois,Stephenson
Louann,AR,Arkansas,Ouachita
Summit Lake,WI,Wisconsin,Langlade
Melvin Village,NH,New Hampshire,Carroll
Volant,PA,Pennsylvania,Lawrence
Abiquiu,NM,New Mexico,Rio Arriba
Navarino,WI,Wisconsin,Shawano
Bridgewater,IA,Iowa,Adair
Green Mountain,IA,Iowa,Marshall
Blackwater,MO,Missouri,Cooper
Warwick,OK,Oklahoma,Lincoln
Crowheart,WY,Wyoming,Fremont
Waltham,MN,Minnesota,Mower
Rowan,IA,Iowa,Wright
Lincolnshire,KY,Kentucky,Jefferson
Litchville,ND,North Dakota,Barnes
Lamar,OK,Oklahoma,Hughes
Longville,MN,Minnesota,Cass
Popponesset,MA,Massachusetts,Barnstable
Waterloo,SC,South Carolina,Laurens
Dana,IL,Illinois,LaSalle
Redings Mill,MO,Missouri,Newton
Cable,WI,Wisconsin,Bayfield
St. Clement,MO,Missouri,Pike
Hall,NY,New York,Ontario
Bellingham,MN,Minnesota,Lac qui Parle
Buckhorn,NM,New Mexico,Grant
Connerville,OK,Oklahoma,Johnston
Jerusalem,OH,Ohio,Monroe
Willow City,ND,North Dakota,Bottineau
Landingville,PA,Pennsylvania,Schuylkill
Elmo,MO,Missouri,Nodaway
Alexandria,MO,Missouri,Clark
Ekron,KY,Kentucky,Meade
Rudy,AR,Arkansas,Crawford
Papineau,IL,Illinois,Iroquois
Germantown,KY,Kentucky,Bracken
Mount Vernon,AR,Arkansas,Faulkner
Brady,MT,Montana,Pondera
Tatums,OK,Oklahoma,Carter
Martha,OK,Oklahoma,Jackson
Tecolote,NM,New Mexico,San Miguel
Waukena,CA,California,Tulare
Tallapoosa,MO,Missouri,New Madrid
McKeansburg,PA,Pennsylvania,Schuylkill
West,MS,Mississippi,Holmes
Wildrose,ND,North Dakota,Williams
Bristow,IA,Iowa,Butler
Palmer,IA,Iowa,Pocahontas
Kiskimere,PA,Pennsylvania,Armstrong
Dola,OH,Ohio,Hardin
Smith Island,MD,Maryland,Somerset
Anon Raices,PR,Puerto Rico,Ponce
Lewis,CO,Colorado,Montezuma
Turney,MO,Missouri,Clinton
Flemington,MO,Missouri,Polk
Spray,OR,Oregon,Wheeler
Meriden,IA,Iowa,Cherokee
Genoa,CO,Colorado,Lincoln
Lima,IL,Illinois,Adams
Gravois Mills,MO,Missouri,Morgan
Lincoln,IA,Iowa,Tama
Longview,IL,Illinois,Champaign
Excelsior Estates,MO,Missouri,Ray
Sand Fork,WV,West Virginia,Gilmer
Nicolaus,CA,California,Sutter
Ithaca,NE,Nebraska,Saunders
Reeder,ND,North Dakota,Adams
Girard,GA,Georgia,Burke
Hodges,SC,South Carolina,Greenwood
Tina,MO,Missouri,Carroll
Elkton,MN,Minnesota,Mower
Leon,WV,West Virginia,Mason
Tyaskin,MD,Maryland,Wicomico
Worthington,WV,West Virginia,Marion
Bear Creek,CA,California,Merced
Welton,IA,Iowa,Clinton
Goodwin,SD,South Dakota,Deuel
Hordville,NE,Nebraska,Hamilton
Why,AZ,Arizona,Pima
Whiteash,IL,Illinois,Williamson
Pine River,WI,Wisconsin,Waushara
Spencer,SD,South Dakota,McCook
Plevna,MT,Montana,Fallon
Pioneer,LA,Louisiana,West Carroll
Anthonyville,AR,Arkansas,Crittenden
Peterman,AL,Alabama,Monroe
Mentor,MN,Minnesota,Polk
Reed,AR,Arkansas,Desha
Searsboro,IA,Iowa,Poweshiek
Deer Island,OR,Oregon,Columbia
Rarden,OH,Ohio,Scioto
Beverly,KS,Kansas,Lincoln
Palo Pinto,TX,Texas,Palo Pinto
Barlow,OR,Oregon,Clackamas
Clifton,OH,Ohio,Clark
Milton,NC,North Carolina,Caswell
Edison,WA,Washington,Skagit
Morrowville,KS,Kansas,Washington
West Chester,IA,Iowa,Washington
Big Creek,MS,Mississippi,Calhoun
Normandy,TN,Tennessee,Bedford
Summerfield,KS,Kansas,Marshall
Pottery Addition,OH,Ohio,Jefferson
Elk City,ID,Idaho,Idaho
Gallatin River Ranch,MT,Montana,Gallatin
Harrietta,MI,Michigan,Wexford
Powell,TX,Texas,Navarro
Linn Grove,IA,Iowa,Buena Vista
Nesbitt,TX,Texas,Harrison
Maple Falls,WA,Washington,Whatcom
Boaz,WI,Wisconsin,Richland
Hills and Dales,KY,Kentucky,Jefferson
Milton Center,OH,Ohio,Wood
Dunnell,MN,Minnesota,Martin
National,MD,Maryland,Allegany
Crary,ND,North Dakota,Ramsey
Smithfield,WV,West Virginia,Wetzel
Rosendale,MO,Missouri,Andrew
Dayville,OR,Oregon,Grant
Morland,KS,Kansas,Graham
Springbrook,IA,Iowa,Jackson
Atlanta,LA,Louisiana,Winn
Preston,KS,Kansas,Pratt
Pine Flat,CA,California,Tulare
Hardy,NE,Nebraska,Nuckolls
Jakin,GA,Georgia,Early
Wheeler,IL,Illinois,Jasper
Jersey,GA,Georgia,Walton
Erhard,MN,Minnesota,Otter Tail
Timblin,PA,Pennsylvania,Jefferson
Leesville,OH,Ohio,Carroll
Banks Lake South,WA,Washington,Grant
Olney,MT,Montana,Flathead
Emhouse,TX,Texas,Navarro
Fall River,KS,Kansas,Greenwood
Standard City,IL,Illinois,Macoupin
Big Lake,MO,Missouri,Holt
Whitten,IA,Iowa,Hardin
Windsor,SC,South Carolina,Aiken
Fairfield,UT,Utah,Utah
Nunez,GA,Georgia,Emanuel
Foss,OK,Oklahoma,Washita
Austwell,TX,Texas,Refugio
Montgomery Creek,CA,California,Shasta
Alba,PA,Pennsylvania,Bradford
Jacksonville,MO,Missouri,Randolph
Northville,SD,South Dakota,Spink
Lawrence Creek,OK,Oklahoma,Creek
Grand Marsh,WI,Wisconsin,Adams
Snyder,CO,Colorado,Morgan
North Johns,AL,Alabama,Jefferson
Camden-on-Gauley,WV,West Virginia,Webster
Mount Auburn,IA,Iowa,Benton
Mona,IA,Iowa,Mitchell
Waterville,IA,Iowa,Allamakee
Cloud Lake,FL,Florida,Palm Beach
Sharon,KS,Kansas,Barber
Staves,AR,Arkansas,Cleveland
Kemp,OK,Oklahoma,Bryan
Buffalo Gap,SD,South Dakota,Custer
Oconto,NE,Nebraska,Custer
Wilkesville,OH,Ohio,Vinton
Drummond,WI,Wisconsin,Bayfield
Casmalia,CA,California,Santa Barbara
New Liberty,IA,Iowa,Scott
Cuba,KS,Kansas,Republic
Kilkenny,MN,Minnesota,Le Sueur
Henlopen Acres,DE,Delaware,Sussex
Makoti,ND,North Dakota,Ward
Summerville,OR,Oregon,Union
Ahmeek,MI,Michigan,Keweenaw
Keener,NC,North Carolina,Sampson
Omena,MI,Michigan,Leelanau
Brookeville,MD,Maryland,Montgomery
Belmore,OH,Ohio,Putnam
Waverly,AL,Alabama,Chambers
Dennis,OK,Oklahoma,Delaware
Fort Greely,AK,Alaska,Southeast Fairbanks
Jamison City,PA,Pennsylvania,Columbia
Wentworth,MO,Missouri,Newton
Tupman,CA,California,Kern
LaPlace,IL,Illinois,Piatt
Conger,MN,Minnesota,Freeborn
Norcatur,KS,Kansas,Decatur
Free Soil,MI,Michigan,Mason
Limaville,OH,Ohio,Stark
Stella,NE,Nebraska,Richardson
Henderson,MD,Maryland,Caroline
Farson,WY,Wyoming,Sweetwater
West Rushville,OH,Ohio,Fairfield
Rush Hill,MO,Missouri,Audrain
Rock Falls,IA,Iowa,Cerro Gordo
Herbst,IN,Indiana,Grant
Pawnee,TX,Texas,Bee
Alamillo,NM,New Mexico,Socorro
Floris,IA,Iowa,Davis
Redfield,KS,Kansas,Bourbon
Ferris,IL,Illinois,Hancock
Blackey,KY,Kentucky,Letcher
Five Points,AL,Alabama,Chambers
Kinney,MN,Minnesota,St. Louis
Falcon,MS,Mississippi,Quitman
Siglerville,PA,Pennsylvania,Mifflin
Wyeville,WI,Wisconsin,Monroe
Kimmswick,MO,Missouri,Jefferson
Godwin,NC,North Carolina,Cumberland
Wilsey,KS,Kansas,Morris
Quemado,TX,Texas,Maverick
Jette,MT,Montana,Lake
Morse Bluff,NE,Nebraska,Saunders
Strasburg,MO,Missouri,Cass
Portal,ND,North Dakota,Burke
Everetts,NC,North Carolina,Martin
Billingsley,AL,Alabama,Autauga
Nemaha,NE,Nebraska,Nemaha
Blenheim,SC,South Carolina,Marlboro
Conde,SD,South Dakota,Spink
Ben Lomond,AR,Arkansas,Sevier
Pickering,MO,Missouri,Nodaway
Kendrick,OK,Oklahoma,Lincoln
Millersburg,IA,Iowa,Iowa
Lake Sumner,NM,New Mexico,De Baca
Miller City,OH,Ohio,Putnam
Carpio,ND,North Dakota,Ward
Alden,KS,Kansas,Rice
Meadowbrook Farm,KY,Kentucky,Jefferson
Hatch,UT,Utah,Garfield
Elizaville,KY,Kentucky,Fleming
Silver Peak,NV,Nevada,Esmeralda
Coatsburg,IL,Illinois,Adams
Makena,HI,Hawaii,Maui
Fairfield,TN,Tennessee,Sumner
Vickery,OH,Ohio,Sandusky
East Rochester,OH,Ohio,Columbiana
Brandywine,WV,West Virginia,Pendleton
Dutch John,UT,Utah,Daggett
Denton,KS,Kansas,Doniphan
Willisville,AR,Arkansas,Nevada
Brookston,MN,Minnesota,St. Louis
Tustin,WI,Wisconsin,Waushara
Watch Hill,RI,Rhode Island,Washington
Devol,OK,Oklahoma,Cotton
Marietta,MN,Minnesota,Lac qui Parle
Gaylesville,AL,Alabama,Cherokee
Clements,MN,Minnesota,Redwood
Clemons,IA,Iowa,Marshall
Yeoman,IN,Indiana,Carroll
Edmund,WI,Wisconsin,Iowa
Rodanthe,NC,North Carolina,Dare
Kanauga,OH,Ohio,Gallia
Pine Level,FL,Florida,Santa Rosa
Utica,KS,Kansas,Ness
Put-in-Bay,OH,Ohio,Ottawa
Felsenthal,AR,Arkansas,Union
Heron,MT,Montana,Sanders
Allenville,IL,Illinois,Moultrie
Daisy,GA,Georgia,Evans
Timber Cove,CA,California,Sonoma
Cats Bridge,VA,Virginia,Accomack
Pony,MT,Montana,Madison
Haigler,NE,Nebraska,Dundy
C-Road,CA,California,Plumas
Rozel,KS,Kansas,Pawnee
Lloyd,FL,Florida,Jefferson
Cuney,TX,Texas,Cherokee
Ezel,KY,Kentucky,Morgan
Chest Springs,PA,Pennsylvania,Cambria
Crestone,CO,Colorado,Saguache
Sehili,AZ,Arizona,Apache
Anchor,IL,Illinois,McLean
Markham,WA,Washington,Grays Harbor
Springport,IN,Indiana,Henry
Nogal,NM,New Mexico,Lincoln
Yorkshire,OH,Ohio,Darke
Whittlesey,WI,Wisconsin,Taylor
Gu Oidak,AZ,Arizona,Pima
Lone Rock,IA,Iowa,Kossuth
Wahak Hotrontk,AZ,Arizona,Pima
Ames,NY,New York,Montgomery
Stone Lake,WI,Wisconsin,Washburn
Burbank,OK,Oklahoma,Osage
Romeville,LA,Louisiana,St. James
Gardners,PA,Pennsylvania,Adams
Julian,PA,Pennsylvania,Centre
Christie,OK,Oklahoma,Adair
Marydel,MD,Maryland,Caroline
Buckhorn,KY,Kentucky,Perry
Shirleysburg,PA,Pennsylvania,Huntingdon
Fowlerville,NY,New York,Livingston
Newald,WI,Wisconsin,Forest
State Line City,IN,Indiana,Warren
Harman,WV,West Virginia,Randolph
Big Sandy,WV,West Virginia,McDowell
Zena,OK,Oklahoma,Delaware
Box,OK,Oklahoma,Sequoyah
Columbus,ND,North Dakota,Burke
Viola,TN,Tennessee,Warren
Columbia,SD,South Dakota,Brown
Roosevelt,MN,Minnesota,Roseau
Woodlawn,AR,Arkansas,Cleveland
Muncie,IL,Illinois,Vermilion
Walthall,MS,Mississippi,Webster
Hookstown,PA,Pennsylvania,Beaver
Cassville,PA,Pennsylvania,Huntingdon
Ringgold,MD,Maryland,Washington
Shubert,NE,Nebraska,Richardson
Dorchester,IL,Illinois,Macoupin
Aubrey,AR,Arkansas,Lee
Anselmo,NE,Nebraska,Custer
North Washington,IA,Iowa,Chickasaw
Hardwick,CA,California,Kings
Joyce,LA,Louisiana,Winn
Brick Center,CO,Colorado,Arapahoe
Latham,KS,Kansas,Butler
Haivana Nakya,AZ,Arizona,Pima
Roy,MT,Montana,Fergus
Weskan,KS,Kansas,Wallace
Upham,ND,North Dakota,McHenry
Middleburg,NC,North Carolina,Vance
San Pedro,NM,New Mexico,Santa Fe
Iroquois,IL,Illinois,Iroquois
Alvo,NE,Nebraska,Cass
Summit,OK,Oklahoma,Muskogee
Netawaka,KS,Kansas,Jackson
Neosho Falls,KS,Kansas,Woodson
Okolona,AR,Arkansas,Clark
Greensboro,IN,Indiana,Henry
Jerseytown,PA,Pennsylvania,Columbia
Cashiers,NC,North Carolina,Jackson
Artesian,SD,South Dakota,Sanborn
Rocky Ford,GA,Georgia,Screven
Brooks,MN,Minnesota,Red Lake
Sasakwa,OK,Oklahoma,Seminole
Sedgwick,CO,Colorado,Sedgwick
Hanover,WI,Wisconsin,Rock
Virgilina,VA,Virginia,Halifax
Normanna,TX,Texas,Bee
Marmarth,ND,North Dakota,Slope
Cherokee,CA,California,Butte
Maish Vaya,AZ,Arizona,Pima
Du Bois,NE,Nebraska,Pawnee
La Cueva,NM,New Mexico,Sandoval
Bee,OK,Oklahoma,Johnston
Crystal Beach,AZ,Arizona,Mohave
Pine Lake,AZ,Arizona,Mohave
San Isidro,TX,Texas,Starr
Lena,MS,Mississippi,Leake
Burtrum,MN,Minnesota,Todd
Houghton,IA,Iowa,Lee
Rockville,SC,South Carolina,Charleston
Pontoosuc,IL,Illinois,Hancock
Parrott,GA,Georgia,Terrell
Dooling,GA,Georgia,Dooly
St. Xavier,MT,Montana,Big Horn
Hunt,NY,New York,Livingston
Birch River,WV,West Virginia,Nicholas
Glen Hope,PA,Pennsylvania,Clearfield
Bogue,KS,Kansas,Graham
Iola,IL,Illinois,Clay
Pollard,AL,Alabama,Escambia
Monterey,VA,Virginia,Highland
St. Lucas,IA,Iowa,Fayette
Kevin,MT,Montana,Toole
Sylvester,WV,West Virginia,Boone
Pullman,WV,West Virginia,Ritchie
Pick City,ND,North Dakota,Mercer
Thurston,NE,Nebraska,Thurston
Lockington,OH,Ohio,Shelby
Ranger,GA,Georgia,Gordon
Broadwell,IL,Illinois,Logan
Cadiz,IN,Indiana,Henry
Stark City,MO,Missouri,Newton
Huntersville,WV,West Virginia,Pocahontas
Hackberry,AZ,Arizona,Mohave
Gordon,WI,Wisconsin,Douglas
Marksboro,NJ,New Jersey,Warren
Gilmanton,WI,Wisconsin,Buffalo
Indian Village,IN,Indiana,St. Joseph
Castine,OH,Ohio,Darke
Clare,IA,Iowa,Webster
Everton,AR,Arkansas,Boone
Forksville,PA,Pennsylvania,Sullivan
Ricketts,IA,Iowa,Crawford
Astoria,SD,South Dakota,Deuel
Harper,OR,Oregon,Malheur
Langlois,OR,Oregon,Curry
Kirkpatrick,OR,Oregon,Umatilla
Dawson,NE,Nebraska,Richardson
Edgar,MT,Montana,Carbon
Tenakee Springs,AK,Alaska,Hoonah-Angoon
Moorefield,AR,Arkansas,Independence
Montrose,MS,Mississippi,Jasper
Pageton,WV,West Virginia,McDowell
Cliff,NM,New Mexico,Grant
Wolf Summit,WV,West Virginia,Harrison
Avoca,MN,Minnesota,Murray
Kenny Lake,AK,Alaska,Valdez-Cordova
Raywick,KY,Kentucky,Marion
New Schaefferstown,PA,Pennsylvania,Berks
Peoria,OK,Oklahoma,Ottawa
Smeltertown,CO,Colorado,Chaffee
Mifflin,OH,Ohio,Ashland
Llano del Medio,NM,New Mexico,Guadalupe
Mead,OK,Oklahoma,Bryan
Hoodsport,WA,Washington,Mason
Cassandra,PA,Pennsylvania,Cambria
Epping,ND,North Dakota,Williams
Alpha,MI,Michigan,Iron
Bairdstown,OH,Ohio,Wood
Oaks,MO,Missouri,Clay
Sharon,OK,Oklahoma,Woodward
Hamilton,IA,Iowa,Marion
Willow,OK,Oklahoma,Greer
Upland,NE,Nebraska,Franklin
Monument,NM,New Mexico,Lea
Marenisco,MI,Michigan,Gogebic
Empire,NV,Nevada,Washoe
Rock Hill,LA,Louisiana,Grant
Hunter,MO,Missouri,Carter
New Salem,IL,Illinois,Pike
Klondike,MD,Maryland,Allegany
Ayrshire,IA,Iowa,Palo Alto
Bladensburg,OH,Ohio,Knox
Pointe a la Hache,LA,Louisiana,Plaquemines
Hammond,MN,Minnesota,Wabasha
Otter Creek,FL,Florida,Levy
Marble,CO,Colorado,Gunnison
Bendena,KS,Kansas,Doniphan
Port Alsworth,AK,Alaska,Lake and Peninsula
Prathersville,MO,Missouri,Clay
Modest Town,VA,Virginia,Accomack
Whiting,WY,Wyoming,Platte
Camp Three,MT,Montana,Musselshell
Ronks,PA,Pennsylvania,Lancaster
Sedalia,CO,Colorado,Douglas
Crumpler,WV,West Virginia,McDowell
Monterey,KY,Kentucky,Owen
Custer,WA,Washington,Whatcom
Venedy,IL,Illinois,Washington
Nondalton,AK,Alaska,Lake and Peninsula
Success,AR,Arkansas,Clay
Taunton,MN,Minnesota,Lyon
Bradley,OK,Oklahoma,Grady
Luther,IA,Iowa,Boone
Valentine,TX,Texas,Jeff Davis
West Middletown,PA,Pennsylvania,Washington
Brook Park,MN,Minnesota,Pine
Cantrall,IL,Illinois,Sangamon
Lansing,MN,Minnesota,Mower
Sheakleyville,PA,Pennsylvania,Mercer
Sinking Spring,OH,Ohio,Highland
Westport,SD,South Dakota,Brown
Patterson,OH,Ohio,Hardin
West Brooklyn,IL,Illinois,Lee
Castana,IA,Iowa,Monona
Hanna,OK,Oklahoma,McIntosh
Acequia,ID,Idaho,Minidoka
North Westminster,VT,Vermont,Windham
Galestown,MD,Maryland,Dorchester
Jacksonville,GA,Georgia,Telfair
Chester,OK,Oklahoma,Major
Woodward,PA,Pennsylvania,Centre
Bannock,OH,Ohio,Belmont
Rohrsburg,PA,Pennsylvania,Columbia
Kingsbury,TX,Texas,Guadalupe
Linden,NC,North Carolina,Cumberland
Needmore,PA,Pennsylvania,Fulton
Glasgow,IL,Illinois,Scott
Big Bend,CA,California,Shasta
Pine Apple,AL,Alabama,Wilcox
Cordova,NE,Nebraska,Seward
Mackey,IN,Indiana,Gibson
White Water,OK,Oklahoma,Delaware
Franklin,IA,Iowa,Lee
Norman,NC,North Carolina,Richmond
Erin Springs,OK,Oklahoma,Garvin
Novelty,MO,Missouri,Knox
Atlanta,NE,Nebraska,Phelps
Hastings,OK,Oklahoma,Jefferson
Glendora,MS,Mississippi,Tallahatchie
Pyote,TX,Texas,Ward
Frankclay,MO,Missouri,St. Francois
Cayuga,OK,Oklahoma,Delaware
Cumminsville,NY,New York,Livingston
Tumacacori-Carmen,AZ,Arizona,Santa Cruz
Pearl,IL,Illinois,Pike
Brunswick,NE,Nebraska,Antelope
Myers Flat,CA,California,Humboldt
Georgetown,AR,Arkansas,White
Holliday,MO,Missouri,Monroe
Soldier,KS,Kansas,Jackson
Markleeville,CA,California,Alpine
Kings Valley,OR,Oregon,Benton
La Grange,TN,Tennessee,Fayette
Ruth,NV,Nevada,White Pine
Garvin,MN,Minnesota,Lyon
Old Bennington,VT,Vermont,Bennington
Ekwok,AK,Alaska,Dillingham
Collins,WI,Wisconsin,Manitowoc
Hepler,KS,Kansas,Crawford
Rhineland,MO,Missouri,Montgomery
Kirvin,TX,Texas,Freestone
Bragg City,MO,Missouri,Pemiscot
Lester,AL,Alabama,Limestone
Sumatra,FL,Florida,Liberty
Odessa,MN,Minnesota,Big Stone
Bearden,OK,Oklahoma,Okfuskee
Nellie,OH,Ohio,Coshocton
Coal Center,PA,Pennsylvania,Washington
Miller,NE,Nebraska,Buffalo
Pritchett,CO,Colorado,Baca
Brussels,IL,Illinois,Calhoun
